<TICKER>,<PER>,<DATE>,<TIME>,<VOL>
SiH0 [SPBFUT],10,20191120,153000,7779.000000
SiH0 [SPBFUT],10,20191120,154000,19277.000000
SiH0 [SPBFUT],10,20191120,155000,4810.000000
SiH0 [SPBFUT],10,20191120,160000,7770.000000
SiH0 [SPBFUT],10,20191120,161000,11587.000000
SiH0 [SPBFUT],10,20191120,162000,16290.000000
SiH0 [SPBFUT],10,20191120,163000,21022.000000
SiH0 [SPBFUT],10,20191120,164000,15194.000000
SiH0 [SPBFUT],10,20191120,165000,12646.000000
SiH0 [SPBFUT],10,20191120,170000,6965.000000
SiH0 [SPBFUT],10,20191120,171000,12451.000000
SiH0 [SPBFUT],10,20191120,172000,12487.000000
SiH0 [SPBFUT],10,20191120,173000,22033.000000
SiH0 [SPBFUT],10,20191120,174000,35172.000000
SiH0 [SPBFUT],10,20191120,175000,24585.000000
SiH0 [SPBFUT],10,20191120,180000,56378.000000
SiH0 [SPBFUT],10,20191120,181000,16708.000000
SiH0 [SPBFUT],10,20191120,182000,13454.000000
SiH0 [SPBFUT],10,20191120,183000,64819.000000
SiH0 [SPBFUT],10,20191120,184000,13889.000000
SiH0 [SPBFUT],10,20191120,190000,10904.000000
SiH0 [SPBFUT],10,20191120,191000,16302.000000
SiH0 [SPBFUT],10,20191120,192000,24935.000000
SiH0 [SPBFUT],10,20191120,193000,18296.000000
SiH0 [SPBFUT],10,20191120,194000,10326.000000
SiH0 [SPBFUT],10,20191120,195000,8030.000000
SiH0 [SPBFUT],10,20191120,200000,10224.000000
SiH0 [SPBFUT],10,20191120,201000,3575.000000
SiH0 [SPBFUT],10,20191120,202000,8852.000000
SiH0 [SPBFUT],10,20191120,203000,7839.000000
SiH0 [SPBFUT],10,20191120,204000,7007.000000
SiH0 [SPBFUT],10,20191120,205000,30134.000000
SiH0 [SPBFUT],10,20191120,210000,16493.000000
SiH0 [SPBFUT],10,20191120,211000,11970.000000
SiH0 [SPBFUT],10,20191120,212000,8703.000000
SiH0 [SPBFUT],10,20191120,213000,8685.000000
SiH0 [SPBFUT],10,20191120,214000,6887.000000
SiH0 [SPBFUT],10,20191120,215000,10557.000000
SiH0 [SPBFUT],10,20191120,220000,9062.000000
SiH0 [SPBFUT],10,20191120,221000,4743.000000
SiH0 [SPBFUT],10,20191120,222000,6486.000000
SiH0 [SPBFUT],10,20191120,223000,4870.000000
SiH0 [SPBFUT],10,20191120,224000,3812.000000
SiH0 [SPBFUT],10,20191120,225000,3320.000000
SiH0 [SPBFUT],10,20191120,230000,2504.000000
SiH0 [SPBFUT],10,20191120,231000,1794.000000
SiH0 [SPBFUT],10,20191120,232000,1438.000000
SiH0 [SPBFUT],10,20191120,233000,2816.000000
SiH0 [SPBFUT],10,20191120,234000,7756.000000
SiH0 [SPBFUT],10,20191121,100000,66806.000000
SiH0 [SPBFUT],10,20191121,101000,49400.000000
SiH0 [SPBFUT],10,20191121,102000,34204.000000
SiH0 [SPBFUT],10,20191121,103000,25353.000000
SiH0 [SPBFUT],10,20191121,104000,18670.000000
SiH0 [SPBFUT],10,20191121,105000,19453.000000
SiH0 [SPBFUT],10,20191121,110000,51348.000000
SiH0 [SPBFUT],10,20191121,111000,24736.000000
SiH0 [SPBFUT],10,20191121,112000,16259.000000
SiH0 [SPBFUT],10,20191121,113000,19527.000000
SiH0 [SPBFUT],10,20191121,114000,10355.000000
SiH0 [SPBFUT],10,20191121,115000,15395.000000
SiH0 [SPBFUT],10,20191121,120000,99169.000000
SiH0 [SPBFUT],10,20191121,121000,69751.000000
SiH0 [SPBFUT],10,20191121,122000,32417.000000
SiH0 [SPBFUT],10,20191121,123000,12492.000000
SiH0 [SPBFUT],10,20191121,124000,19652.000000
SiH0 [SPBFUT],10,20191121,125000,12207.000000
SiH0 [SPBFUT],10,20191121,130000,45153.000000
SiH0 [SPBFUT],10,20191121,131000,32584.000000
SiH0 [SPBFUT],10,20191121,132000,65957.000000
SiH0 [SPBFUT],10,20191121,133000,25726.000000
SiH0 [SPBFUT],10,20191121,134000,17647.000000
SiH0 [SPBFUT],10,20191121,135000,17793.000000
SiH0 [SPBFUT],10,20191121,140000,4289.000000
SiH0 [SPBFUT],10,20191121,141000,41405.000000
SiH0 [SPBFUT],10,20191121,142000,6659.000000
SiH0 [SPBFUT],10,20191121,143000,10042.000000
SiH0 [SPBFUT],10,20191121,144000,5564.000000
SiH0 [SPBFUT],10,20191121,145000,6465.000000
SiH0 [SPBFUT],10,20191121,150000,6002.000000
SiH0 [SPBFUT],10,20191121,151000,8977.000000
SiH0 [SPBFUT],10,20191121,152000,8530.000000
SiH0 [SPBFUT],10,20191121,153000,9314.000000
SiH0 [SPBFUT],10,20191121,154000,10266.000000
SiH0 [SPBFUT],10,20191121,155000,7952.000000
SiH0 [SPBFUT],10,20191121,160000,52949.000000
SiH0 [SPBFUT],10,20191121,161000,37029.000000
SiH0 [SPBFUT],10,20191121,162000,19616.000000
SiH0 [SPBFUT],10,20191121,163000,18298.000000
SiH0 [SPBFUT],10,20191121,164000,7213.000000
SiH0 [SPBFUT],10,20191121,165000,19895.000000
SiH0 [SPBFUT],10,20191121,170000,19054.000000
SiH0 [SPBFUT],10,20191121,171000,25913.000000
SiH0 [SPBFUT],10,20191121,172000,11574.000000
SiH0 [SPBFUT],10,20191121,173000,16997.000000
SiH0 [SPBFUT],10,20191121,174000,16163.000000
SiH0 [SPBFUT],10,20191121,175000,9402.000000
SiH0 [SPBFUT],10,20191121,180000,13689.000000
SiH0 [SPBFUT],10,20191121,181000,37517.000000
SiH0 [SPBFUT],10,20191121,182000,16256.000000
SiH0 [SPBFUT],10,20191121,183000,11778.000000
SiH0 [SPBFUT],10,20191121,184000,8587.000000
SiH0 [SPBFUT],10,20191121,190000,45910.000000
SiH0 [SPBFUT],10,20191121,191000,17923.000000
SiH0 [SPBFUT],10,20191121,192000,8526.000000
SiH0 [SPBFUT],10,20191121,193000,5333.000000
SiH0 [SPBFUT],10,20191121,194000,1612.000000
SiH0 [SPBFUT],10,20191121,195000,2880.000000
SiH0 [SPBFUT],10,20191121,200000,6810.000000
SiH0 [SPBFUT],10,20191121,201000,3944.000000
SiH0 [SPBFUT],10,20191121,202000,4170.000000
SiH0 [SPBFUT],10,20191121,203000,4722.000000
SiH0 [SPBFUT],10,20191121,204000,3802.000000
SiH0 [SPBFUT],10,20191121,205000,2323.000000
SiH0 [SPBFUT],10,20191121,210000,2087.000000
SiH0 [SPBFUT],10,20191121,211000,2388.000000
SiH0 [SPBFUT],10,20191121,212000,4019.000000
SiH0 [SPBFUT],10,20191121,213000,3468.000000
SiH0 [SPBFUT],10,20191121,214000,1460.000000
SiH0 [SPBFUT],10,20191121,215000,1986.000000
SiH0 [SPBFUT],10,20191121,220000,8646.000000
SiH0 [SPBFUT],10,20191121,221000,5111.000000
SiH0 [SPBFUT],10,20191121,222000,3612.000000
SiH0 [SPBFUT],10,20191121,223000,6578.000000
SiH0 [SPBFUT],10,20191121,224000,4822.000000
SiH0 [SPBFUT],10,20191121,225000,6469.000000
SiH0 [SPBFUT],10,20191121,230000,5827.000000
SiH0 [SPBFUT],10,20191121,231000,2737.000000
SiH0 [SPBFUT],10,20191121,232000,6432.000000
SiH0 [SPBFUT],10,20191121,233000,5035.000000
SiH0 [SPBFUT],10,20191121,234000,4989.000000
SiH0 [SPBFUT],10,20191122,100000,39821.000000
SiH0 [SPBFUT],10,20191122,101000,29712.000000
SiH0 [SPBFUT],10,20191122,102000,29065.000000
SiH0 [SPBFUT],10,20191122,103000,73026.000000
SiH0 [SPBFUT],10,20191122,104000,10895.000000
SiH0 [SPBFUT],10,20191122,105000,9440.000000
SiH0 [SPBFUT],10,20191122,110000,18446.000000
SiH0 [SPBFUT],10,20191122,111000,28690.000000
SiH0 [SPBFUT],10,20191122,112000,73298.000000
SiH0 [SPBFUT],10,20191122,113000,84448.000000
SiH0 [SPBFUT],10,20191122,114000,19590.000000
SiH0 [SPBFUT],10,20191122,115000,20088.000000
SiH0 [SPBFUT],10,20191122,120000,28567.000000
SiH0 [SPBFUT],10,20191122,121000,41770.000000
SiH0 [SPBFUT],10,20191122,122000,25315.000000
SiH0 [SPBFUT],10,20191122,123000,15241.000000
SiH0 [SPBFUT],10,20191122,124000,4924.000000
SiH0 [SPBFUT],10,20191122,125000,11061.000000
SiH0 [SPBFUT],10,20191122,130000,6020.000000
SiH0 [SPBFUT],10,20191122,131000,10550.000000
SiH0 [SPBFUT],10,20191122,132000,13058.000000
SiH0 [SPBFUT],10,20191122,133000,18762.000000
SiH0 [SPBFUT],10,20191122,134000,21407.000000
SiH0 [SPBFUT],10,20191122,135000,16586.000000
SiH0 [SPBFUT],10,20191122,140000,23019.000000
SiH0 [SPBFUT],10,20191122,141000,25428.000000
SiH0 [SPBFUT],10,20191122,142000,6842.000000
SiH0 [SPBFUT],10,20191122,143000,6529.000000
SiH0 [SPBFUT],10,20191122,144000,7629.000000
SiH0 [SPBFUT],10,20191122,145000,5572.000000
SiH0 [SPBFUT],10,20191122,150000,13587.000000
SiH0 [SPBFUT],10,20191122,151000,14075.000000
SiH0 [SPBFUT],10,20191122,152000,13587.000000
SiH0 [SPBFUT],10,20191122,153000,12370.000000
SiH0 [SPBFUT],10,20191122,154000,13126.000000
SiH0 [SPBFUT],10,20191122,155000,8175.000000
SiH0 [SPBFUT],10,20191122,160000,17991.000000
SiH0 [SPBFUT],10,20191122,161000,19337.000000
SiH0 [SPBFUT],10,20191122,162000,13733.000000
SiH0 [SPBFUT],10,20191122,163000,17792.000000
SiH0 [SPBFUT],10,20191122,164000,53255.000000
SiH0 [SPBFUT],10,20191122,165000,10874.000000
SiH0 [SPBFUT],10,20191122,170000,32420.000000
SiH0 [SPBFUT],10,20191122,171000,15529.000000
SiH0 [SPBFUT],10,20191122,172000,8672.000000
SiH0 [SPBFUT],10,20191122,173000,13475.000000
SiH0 [SPBFUT],10,20191122,174000,18242.000000
SiH0 [SPBFUT],10,20191122,175000,19425.000000
SiH0 [SPBFUT],10,20191122,180000,56329.000000
SiH0 [SPBFUT],10,20191122,181000,37159.000000
SiH0 [SPBFUT],10,20191122,182000,15720.000000
SiH0 [SPBFUT],10,20191122,183000,22479.000000
SiH0 [SPBFUT],10,20191122,184000,9483.000000
SiH0 [SPBFUT],10,20191122,190000,39397.000000
SiH0 [SPBFUT],10,20191122,191000,40387.000000
SiH0 [SPBFUT],10,20191122,192000,21830.000000
SiH0 [SPBFUT],10,20191122,193000,12747.000000
SiH0 [SPBFUT],10,20191122,194000,15081.000000
SiH0 [SPBFUT],10,20191122,195000,5745.000000
SiH0 [SPBFUT],10,20191122,200000,11433.000000
SiH0 [SPBFUT],10,20191122,201000,5986.000000
SiH0 [SPBFUT],10,20191122,202000,4506.000000
SiH0 [SPBFUT],10,20191122,203000,2949.000000
SiH0 [SPBFUT],10,20191122,204000,3184.000000
SiH0 [SPBFUT],10,20191122,205000,2241.000000
SiH0 [SPBFUT],10,20191122,210000,3895.000000
SiH0 [SPBFUT],10,20191122,211000,2003.000000
SiH0 [SPBFUT],10,20191122,212000,3271.000000
SiH0 [SPBFUT],10,20191122,213000,1825.000000
SiH0 [SPBFUT],10,20191122,214000,2235.000000
SiH0 [SPBFUT],10,20191122,215000,2287.000000
SiH0 [SPBFUT],10,20191122,220000,3811.000000
SiH0 [SPBFUT],10,20191122,221000,2509.000000
SiH0 [SPBFUT],10,20191122,222000,2758.000000
SiH0 [SPBFUT],10,20191122,223000,3173.000000
SiH0 [SPBFUT],10,20191122,224000,3906.000000
SiH0 [SPBFUT],10,20191122,225000,2539.000000
SiH0 [SPBFUT],10,20191122,230000,5230.000000
SiH0 [SPBFUT],10,20191122,231000,1573.000000
SiH0 [SPBFUT],10,20191122,232000,2950.000000
SiH0 [SPBFUT],10,20191122,233000,5081.000000
SiH0 [SPBFUT],10,20191122,234000,5469.000000
SiH0 [SPBFUT],10,20191125,100000,43228.000000
SiH0 [SPBFUT],10,20191125,101000,50501.000000
SiH0 [SPBFUT],10,20191125,102000,19110.000000
SiH0 [SPBFUT],10,20191125,103000,13954.000000
SiH0 [SPBFUT],10,20191125,104000,14046.000000
SiH0 [SPBFUT],10,20191125,105000,25761.000000
SiH0 [SPBFUT],10,20191125,110000,32779.000000
SiH0 [SPBFUT],10,20191125,111000,17777.000000
SiH0 [SPBFUT],10,20191125,112000,20717.000000
SiH0 [SPBFUT],10,20191125,113000,30074.000000
SiH0 [SPBFUT],10,20191125,114000,14180.000000
SiH0 [SPBFUT],10,20191125,115000,12623.000000
SiH0 [SPBFUT],10,20191125,120000,11845.000000
SiH0 [SPBFUT],10,20191125,121000,14865.000000
SiH0 [SPBFUT],10,20191125,122000,21437.000000
SiH0 [SPBFUT],10,20191125,123000,32777.000000
SiH0 [SPBFUT],10,20191125,124000,18054.000000
SiH0 [SPBFUT],10,20191125,125000,7822.000000
SiH0 [SPBFUT],10,20191125,130000,32939.000000
SiH0 [SPBFUT],10,20191125,131000,76104.000000
SiH0 [SPBFUT],10,20191125,132000,35608.000000
SiH0 [SPBFUT],10,20191125,133000,91053.000000
SiH0 [SPBFUT],10,20191125,134000,18517.000000
SiH0 [SPBFUT],10,20191125,135000,7824.000000
SiH0 [SPBFUT],10,20191125,140000,10699.000000
SiH0 [SPBFUT],10,20191125,141000,49327.000000
SiH0 [SPBFUT],10,20191125,142000,13593.000000
SiH0 [SPBFUT],10,20191125,143000,11722.000000
SiH0 [SPBFUT],10,20191125,144000,13048.000000
SiH0 [SPBFUT],10,20191125,145000,10405.000000
SiH0 [SPBFUT],10,20191125,150000,10409.000000
SiH0 [SPBFUT],10,20191125,151000,38195.000000
SiH0 [SPBFUT],10,20191125,152000,85900.000000
SiH0 [SPBFUT],10,20191125,153000,21451.000000
SiH0 [SPBFUT],10,20191125,154000,26796.000000
SiH0 [SPBFUT],10,20191125,155000,13627.000000
SiH0 [SPBFUT],10,20191125,160000,138090.000000
SiH0 [SPBFUT],10,20191125,161000,23827.000000
SiH0 [SPBFUT],10,20191125,162000,15587.000000
SiH0 [SPBFUT],10,20191125,163000,15655.000000
SiH0 [SPBFUT],10,20191125,164000,6491.000000
SiH0 [SPBFUT],10,20191125,165000,20066.000000
SiH0 [SPBFUT],10,20191125,170000,24825.000000
SiH0 [SPBFUT],10,20191125,171000,16321.000000
SiH0 [SPBFUT],10,20191125,172000,7345.000000
SiH0 [SPBFUT],10,20191125,173000,15394.000000
SiH0 [SPBFUT],10,20191125,174000,16140.000000
SiH0 [SPBFUT],10,20191125,175000,25718.000000
SiH0 [SPBFUT],10,20191125,180000,10647.000000
SiH0 [SPBFUT],10,20191125,181000,13111.000000
SiH0 [SPBFUT],10,20191125,182000,14064.000000
SiH0 [SPBFUT],10,20191125,183000,10315.000000
SiH0 [SPBFUT],10,20191125,184000,7693.000000
SiH0 [SPBFUT],10,20191125,190000,15159.000000
SiH0 [SPBFUT],10,20191125,191000,9845.000000
SiH0 [SPBFUT],10,20191125,192000,6617.000000
SiH0 [SPBFUT],10,20191125,193000,6777.000000
SiH0 [SPBFUT],10,20191125,194000,5828.000000
SiH0 [SPBFUT],10,20191125,195000,3979.000000
SiH0 [SPBFUT],10,20191125,200000,5563.000000
SiH0 [SPBFUT],10,20191125,201000,3493.000000
SiH0 [SPBFUT],10,20191125,202000,3887.000000
SiH0 [SPBFUT],10,20191125,203000,3604.000000
SiH0 [SPBFUT],10,20191125,204000,2088.000000
SiH0 [SPBFUT],10,20191125,205000,1708.000000
SiH0 [SPBFUT],10,20191125,210000,2200.000000
SiH0 [SPBFUT],10,20191125,211000,1346.000000
SiH0 [SPBFUT],10,20191125,212000,2408.000000
SiH0 [SPBFUT],10,20191125,213000,2298.000000
SiH0 [SPBFUT],10,20191125,214000,4166.000000
SiH0 [SPBFUT],10,20191125,215000,3151.000000
SiH0 [SPBFUT],10,20191125,220000,2439.000000
SiH0 [SPBFUT],10,20191125,221000,4524.000000
SiH0 [SPBFUT],10,20191125,222000,2404.000000
SiH0 [SPBFUT],10,20191125,223000,2877.000000
SiH0 [SPBFUT],10,20191125,224000,2439.000000
SiH0 [SPBFUT],10,20191125,225000,2539.000000
SiH0 [SPBFUT],10,20191125,230000,5908.000000
SiH0 [SPBFUT],10,20191125,231000,8812.000000
SiH0 [SPBFUT],10,20191125,232000,3573.000000
SiH0 [SPBFUT],10,20191125,233000,7793.000000
SiH0 [SPBFUT],10,20191125,234000,9122.000000
SiH0 [SPBFUT],10,20191126,100000,49977.000000
SiH0 [SPBFUT],10,20191126,101000,28771.000000
SiH0 [SPBFUT],10,20191126,102000,39014.000000
SiH0 [SPBFUT],10,20191126,103000,22150.000000
SiH0 [SPBFUT],10,20191126,104000,22499.000000
SiH0 [SPBFUT],10,20191126,105000,12867.000000
SiH0 [SPBFUT],10,20191126,110000,18379.000000
SiH0 [SPBFUT],10,20191126,111000,25601.000000
SiH0 [SPBFUT],10,20191126,112000,47347.000000
SiH0 [SPBFUT],10,20191126,113000,33937.000000
SiH0 [SPBFUT],10,20191126,114000,28326.000000
SiH0 [SPBFUT],10,20191126,115000,17708.000000
SiH0 [SPBFUT],10,20191126,120000,35926.000000
SiH0 [SPBFUT],10,20191126,121000,93193.000000
SiH0 [SPBFUT],10,20191126,122000,25981.000000
SiH0 [SPBFUT],10,20191126,123000,16454.000000
SiH0 [SPBFUT],10,20191126,124000,19600.000000
SiH0 [SPBFUT],10,20191126,125000,29331.000000
SiH0 [SPBFUT],10,20191126,130000,90628.000000
SiH0 [SPBFUT],10,20191126,131000,25343.000000
SiH0 [SPBFUT],10,20191126,132000,18428.000000
SiH0 [SPBFUT],10,20191126,133000,11320.000000
SiH0 [SPBFUT],10,20191126,134000,4955.000000
SiH0 [SPBFUT],10,20191126,135000,4871.000000
SiH0 [SPBFUT],10,20191126,140000,14782.000000
SiH0 [SPBFUT],10,20191126,141000,8128.000000
SiH0 [SPBFUT],10,20191126,142000,24893.000000
SiH0 [SPBFUT],10,20191126,143000,32305.000000
SiH0 [SPBFUT],10,20191126,144000,14595.000000
SiH0 [SPBFUT],10,20191126,145000,19135.000000
SiH0 [SPBFUT],10,20191126,150000,17321.000000
SiH0 [SPBFUT],10,20191126,151000,5907.000000
SiH0 [SPBFUT],10,20191126,152000,9752.000000
SiH0 [SPBFUT],10,20191126,153000,21634.000000
SiH0 [SPBFUT],10,20191126,154000,12381.000000
SiH0 [SPBFUT],10,20191126,155000,16720.000000
SiH0 [SPBFUT],10,20191126,160000,32451.000000
SiH0 [SPBFUT],10,20191126,161000,12033.000000
SiH0 [SPBFUT],10,20191126,162000,6995.000000
SiH0 [SPBFUT],10,20191126,163000,8918.000000
SiH0 [SPBFUT],10,20191126,164000,13832.000000
SiH0 [SPBFUT],10,20191126,165000,9695.000000
SiH0 [SPBFUT],10,20191126,170000,18124.000000
SiH0 [SPBFUT],10,20191126,171000,11170.000000
SiH0 [SPBFUT],10,20191126,172000,8655.000000
SiH0 [SPBFUT],10,20191126,173000,20353.000000
SiH0 [SPBFUT],10,20191126,174000,14569.000000
SiH0 [SPBFUT],10,20191126,175000,6544.000000
SiH0 [SPBFUT],10,20191126,180000,10453.000000
SiH0 [SPBFUT],10,20191126,181000,15216.000000
SiH0 [SPBFUT],10,20191126,182000,27177.000000
SiH0 [SPBFUT],10,20191126,183000,7794.000000
SiH0 [SPBFUT],10,20191126,184000,6208.000000
SiH0 [SPBFUT],10,20191126,190000,8952.000000
SiH0 [SPBFUT],10,20191126,191000,16975.000000
SiH0 [SPBFUT],10,20191126,192000,10139.000000
SiH0 [SPBFUT],10,20191126,193000,12370.000000
SiH0 [SPBFUT],10,20191126,194000,8045.000000
SiH0 [SPBFUT],10,20191126,195000,18112.000000
SiH0 [SPBFUT],10,20191126,200000,20579.000000
SiH0 [SPBFUT],10,20191126,201000,14192.000000
SiH0 [SPBFUT],10,20191126,202000,2306.000000
SiH0 [SPBFUT],10,20191126,203000,3409.000000
SiH0 [SPBFUT],10,20191126,204000,2015.000000
SiH0 [SPBFUT],10,20191126,205000,2131.000000
SiH0 [SPBFUT],10,20191126,210000,1717.000000
SiH0 [SPBFUT],10,20191126,211000,1112.000000
SiH0 [SPBFUT],10,20191126,212000,3905.000000
SiH0 [SPBFUT],10,20191126,213000,4179.000000
SiH0 [SPBFUT],10,20191126,214000,1866.000000
SiH0 [SPBFUT],10,20191126,215000,1223.000000
SiH0 [SPBFUT],10,20191126,220000,2519.000000
SiH0 [SPBFUT],10,20191126,221000,2352.000000
SiH0 [SPBFUT],10,20191126,222000,3865.000000
SiH0 [SPBFUT],10,20191126,223000,3077.000000
SiH0 [SPBFUT],10,20191126,224000,2913.000000
SiH0 [SPBFUT],10,20191126,225000,2458.000000
SiH0 [SPBFUT],10,20191126,230000,7068.000000
SiH0 [SPBFUT],10,20191126,231000,3771.000000
SiH0 [SPBFUT],10,20191126,232000,1759.000000
SiH0 [SPBFUT],10,20191126,233000,6765.000000
SiH0 [SPBFUT],10,20191126,234000,4962.000000
SiH0 [SPBFUT],10,20191127,100000,40666.000000
SiH0 [SPBFUT],10,20191127,101000,33029.000000
SiH0 [SPBFUT],10,20191127,102000,25003.000000
SiH0 [SPBFUT],10,20191127,103000,16234.000000
SiH0 [SPBFUT],10,20191127,104000,12341.000000
SiH0 [SPBFUT],10,20191127,105000,13065.000000
SiH0 [SPBFUT],10,20191127,110000,18165.000000
SiH0 [SPBFUT],10,20191127,111000,9151.000000
SiH0 [SPBFUT],10,20191127,112000,12612.000000
SiH0 [SPBFUT],10,20191127,113000,15119.000000
SiH0 [SPBFUT],10,20191127,114000,18378.000000
SiH0 [SPBFUT],10,20191127,115000,25011.000000
SiH0 [SPBFUT],10,20191127,120000,32875.000000
SiH0 [SPBFUT],10,20191127,121000,17409.000000
SiH0 [SPBFUT],10,20191127,122000,70184.000000
SiH0 [SPBFUT],10,20191127,123000,45766.000000
SiH0 [SPBFUT],10,20191127,124000,10367.000000
SiH0 [SPBFUT],10,20191127,125000,15973.000000
SiH0 [SPBFUT],10,20191127,130000,31731.000000
SiH0 [SPBFUT],10,20191127,131000,11097.000000
SiH0 [SPBFUT],10,20191127,132000,16315.000000
SiH0 [SPBFUT],10,20191127,133000,12625.000000
SiH0 [SPBFUT],10,20191127,134000,13879.000000
SiH0 [SPBFUT],10,20191127,135000,18507.000000
SiH0 [SPBFUT],10,20191127,140000,4664.000000
SiH0 [SPBFUT],10,20191127,141000,11336.000000
SiH0 [SPBFUT],10,20191127,142000,5039.000000
SiH0 [SPBFUT],10,20191127,143000,4562.000000
SiH0 [SPBFUT],10,20191127,144000,7977.000000
SiH0 [SPBFUT],10,20191127,145000,6576.000000
SiH0 [SPBFUT],10,20191127,150000,4765.000000
SiH0 [SPBFUT],10,20191127,151000,4660.000000
SiH0 [SPBFUT],10,20191127,152000,15762.000000
SiH0 [SPBFUT],10,20191127,153000,14892.000000
SiH0 [SPBFUT],10,20191127,154000,20872.000000
SiH0 [SPBFUT],10,20191127,155000,11683.000000
SiH0 [SPBFUT],10,20191127,160000,23351.000000
SiH0 [SPBFUT],10,20191127,161000,16159.000000
SiH0 [SPBFUT],10,20191127,162000,12715.000000
SiH0 [SPBFUT],10,20191127,163000,24365.000000
SiH0 [SPBFUT],10,20191127,164000,12384.000000
SiH0 [SPBFUT],10,20191127,165000,12716.000000
SiH0 [SPBFUT],10,20191127,170000,10997.000000
SiH0 [SPBFUT],10,20191127,171000,10855.000000
SiH0 [SPBFUT],10,20191127,172000,32918.000000
SiH0 [SPBFUT],10,20191127,173000,15741.000000
SiH0 [SPBFUT],10,20191127,174000,13720.000000
SiH0 [SPBFUT],10,20191127,175000,11994.000000
SiH0 [SPBFUT],10,20191127,180000,17654.000000
SiH0 [SPBFUT],10,20191127,181000,60822.000000
SiH0 [SPBFUT],10,20191127,182000,35880.000000
SiH0 [SPBFUT],10,20191127,183000,13698.000000
SiH0 [SPBFUT],10,20191127,184000,4826.000000
SiH0 [SPBFUT],10,20191127,190000,17639.000000
SiH0 [SPBFUT],10,20191127,191000,41274.000000
SiH0 [SPBFUT],10,20191127,192000,13143.000000
SiH0 [SPBFUT],10,20191127,193000,8343.000000
SiH0 [SPBFUT],10,20191127,194000,8944.000000
SiH0 [SPBFUT],10,20191127,195000,8173.000000
SiH0 [SPBFUT],10,20191127,200000,4221.000000
SiH0 [SPBFUT],10,20191127,201000,4764.000000
SiH0 [SPBFUT],10,20191127,202000,6768.000000
SiH0 [SPBFUT],10,20191127,203000,5259.000000
SiH0 [SPBFUT],10,20191127,204000,6518.000000
SiH0 [SPBFUT],10,20191127,205000,2903.000000
SiH0 [SPBFUT],10,20191127,210000,13110.000000
SiH0 [SPBFUT],10,20191127,211000,14794.000000
SiH0 [SPBFUT],10,20191127,212000,2828.000000
SiH0 [SPBFUT],10,20191127,213000,4458.000000
SiH0 [SPBFUT],10,20191127,214000,6369.000000
SiH0 [SPBFUT],10,20191127,215000,9412.000000
SiH0 [SPBFUT],10,20191127,220000,5411.000000
SiH0 [SPBFUT],10,20191127,221000,2523.000000
SiH0 [SPBFUT],10,20191127,222000,2653.000000
SiH0 [SPBFUT],10,20191127,223000,4120.000000
SiH0 [SPBFUT],10,20191127,224000,1003.000000
SiH0 [SPBFUT],10,20191127,225000,1780.000000
SiH0 [SPBFUT],10,20191127,230000,3450.000000
SiH0 [SPBFUT],10,20191127,231000,5675.000000
SiH0 [SPBFUT],10,20191127,232000,5013.000000
SiH0 [SPBFUT],10,20191127,233000,2795.000000
SiH0 [SPBFUT],10,20191127,234000,4909.000000
SiH0 [SPBFUT],10,20191128,100000,50304.000000
SiH0 [SPBFUT],10,20191128,101000,39469.000000
SiH0 [SPBFUT],10,20191128,102000,23169.000000
SiH0 [SPBFUT],10,20191128,103000,19658.000000
SiH0 [SPBFUT],10,20191128,104000,32367.000000
SiH0 [SPBFUT],10,20191128,105000,63019.000000
SiH0 [SPBFUT],10,20191128,110000,148399.000000
SiH0 [SPBFUT],10,20191128,111000,38084.000000
SiH0 [SPBFUT],10,20191128,112000,12002.000000
SiH0 [SPBFUT],10,20191128,113000,49008.000000
SiH0 [SPBFUT],10,20191128,114000,8235.000000
SiH0 [SPBFUT],10,20191128,115000,13226.000000
SiH0 [SPBFUT],10,20191128,120000,20131.000000
SiH0 [SPBFUT],10,20191128,121000,12356.000000
SiH0 [SPBFUT],10,20191128,122000,32923.000000
SiH0 [SPBFUT],10,20191128,123000,30587.000000
SiH0 [SPBFUT],10,20191128,124000,8426.000000
SiH0 [SPBFUT],10,20191128,125000,5126.000000
SiH0 [SPBFUT],10,20191128,130000,5632.000000
SiH0 [SPBFUT],10,20191128,131000,8306.000000
SiH0 [SPBFUT],10,20191128,132000,8259.000000
SiH0 [SPBFUT],10,20191128,133000,25521.000000
SiH0 [SPBFUT],10,20191128,134000,7725.000000
SiH0 [SPBFUT],10,20191128,135000,12441.000000
SiH0 [SPBFUT],10,20191128,140000,3309.000000
SiH0 [SPBFUT],10,20191128,141000,11512.000000
SiH0 [SPBFUT],10,20191128,142000,3840.000000
SiH0 [SPBFUT],10,20191128,143000,7655.000000
SiH0 [SPBFUT],10,20191128,144000,8811.000000
SiH0 [SPBFUT],10,20191128,145000,10085.000000
SiH0 [SPBFUT],10,20191128,150000,7378.000000
SiH0 [SPBFUT],10,20191128,151000,13561.000000
SiH0 [SPBFUT],10,20191128,152000,18783.000000
SiH0 [SPBFUT],10,20191128,153000,7729.000000
SiH0 [SPBFUT],10,20191128,154000,8230.000000
SiH0 [SPBFUT],10,20191128,155000,6668.000000
SiH0 [SPBFUT],10,20191128,160000,5071.000000
SiH0 [SPBFUT],10,20191128,161000,19832.000000
SiH0 [SPBFUT],10,20191128,162000,11737.000000
